사다, 88, 187
파카, 62, 152
자바, 69, 152
라아, 55, 189
가카, 63, 147
하라, 41, 197
하카, 67, 153
차마, 95, 160
나카, 92, 180
나카, 96, 185
사사, 75, 170
마타, 49, 149
바차, 80, 197
나마, 75, 193
다카, 78, 175
사하, 98, 178
차마, 43, 198
타차, 46, 198
차가, 91, 146
파라, 80, 167
자하, 91, 196
사자, 64, 141
타나, 73, 140
나라, 69, 161
바아, 69, 175
자파, 83, 177
다바, 91, 192
바아, 94, 186
마사, 68, 152
나나, 51, 142
파아, 94, 185
가하, 84, 173
다바, 66, 166
파자, 44, 157
타하, 45, 182
타바, 42, 158
차파, 78, 156
사자, 98, 178
사바, 87, 167
다마, 76, 170
카마, 45, 163
가차, 79, 193
사파, 79, 157
하타, 77, 173
가타, 44, 164
다마, 70, 190
자마, 61, 192
나카, 72, 159
가마, 76, 172
가차, 93, 147
차다, 70, 179
나바, 43, 166
하파, 78, 156
아하, 59, 154
마사, 98, 175
바자, 97, 187
나카, 58, 146
타라, 79, 161
다아, 73, 169
바하, 69, 159
바타, 82, 188
라하, 87, 193
사파, 91, 146
차파, 75, 146
사나, 53, 146
나차, 64, 186
가나, 55, 160
카차, 73, 174
파사, 91, 178
하마, 64, 178
라차, 47, 140
파바, 80, 142
하파, 54, 158
바다, 45, 164
바가, 46, 163
사아, 82, 156
나마, 60, 176
타사, 43, 176
바마, 47, 145
자하, 69, 195
나타, 76, 158
다바, 87, 174
바아, 45, 154
아카, 73, 195
타바, 81, 198
가나, 46, 179
차다, 48, 141
타바, 78, 148
아가, 44, 146
사하, 68, 172
가라, 70, 192
다아, 57, 168
파바, 57, 168
마사, 88, 186
자가, 49, 145
마라, 46, 152
가가, 93, 193
타라, 71, 197
사파, 89, 182
사마, 50, 189
마차, 78, 195
사자, 75, 156
나마, 92, 144
차사, 94, 172
타나, 67, 148
타다, 65, 192
나하, 71, 184
자나, 61, 181
차사, 86, 164
사타, 68, 145
차파, 47, 166
다가, 73, 177
나나, 89, 195
파하, 76, 158
나마, 65, 197
아마, 71, 148
아마, 78, 161
다카, 80, 147
바카, 57, 174
바파, 66, 172
아바, 50, 142
나라, 67, 189
차차, 40, 152
다마, 86, 193
다마, 48, 173
라바, 68, 163
타가, 80, 142
나바, 70, 193
다가, 42, 154
자나, 80, 143
라파, 52, 145
자파, 86, 142
마타, 42, 147
다다, 99, 159
하아, 53, 164
마파, 68, 142
하타, 92, 188
파카, 73, 191
사차, 99, 160
자하, 48, 149
아가, 57, 153
사라, 70, 155
라나, 55, 169
카마, 75, 174
다사, 99, 181
파사, 40, 154
카마, 85, 168
아바, 43, 188
파차, 55, 170
마바, 63, 193
사마, 62, 162
아마, 61, 147
하파, 61, 164
하마, 80, 149
아가, 68, 164
라다, 95, 158
바사, 83, 183
라파, 72, 197
가자, 98, 147
자다, 70, 175
카다, 79, 148
바차, 53, 144
자타, 65, 172
다파, 87, 171
라나, 57, 196
타나, 66, 169
아마, 62, 184
나아, 45, 170
다아, 90, 170
사라, 57, 192
차가, 46, 187
바카, 94, 174
다하, 77, 166
파아, 55, 159
자자, 48, 186
가차, 63, 191
타카, 93, 199
자파, 56, 164
차마, 40, 164
파타, 84, 164
파자, 89, 176
파차, 94, 145
라하, 44, 196
차라, 79, 150
라사, 77, 163
가차, 47, 178
자사, 55, 184
차아, 72, 145
하아, 46, 167
타사, 70, 174
마파, 71, 198
카타, 63, 185
마하, 64, 194
사가, 52, 160
마차, 96, 186
바하, 76, 171
타자, 71, 144
나아, 48, 182
타바, 40, 177
타마, 62, 184
하하, 62, 158
타라, 50, 163
나차, 99, 189
사바, 56, 140
자라, 76, 143
다자, 88, 176
파자, 56, 166
마사, 71, 176
나바, 86, 180
자타, 82, 176
차자, 47, 144
아바, 59, 166
라파, 86, 189
파가, 77, 157
사바, 56, 157
라하, 73, 191
나카, 67, 196
파카, 94, 199
자가, 87, 182
하자, 85, 172
가사, 73, 184
하라, 49, 173
자자, 66, 195
나아, 98, 158
다마, 50, 147
파사, 77, 179
라마, 69, 184
아자, 81, 181
사나, 82, 171
아파, 57, 160
가가, 62, 176
아자, 86, 144
파하, 99, 187
파자, 66, 175
사카, 70, 145
나아, 50, 144
다자, 74, 190
바하, 83, 167
파카, 82, 191
카타, 48, 197
하가, 53, 166
파타, 85, 157
나마, 72, 197
파자, 72, 146
마자, 70, 148
마사, 48, 164
아타, 60, 183
마카, 89, 171
하타, 90, 175
하나, 80, 186
하파, 51, 146
라나, 40, 180
사다, 95, 150
마파, 57, 164
자타, 68, 157
바마, 97, 153
아마, 75, 158
가카, 55, 159
바라, 80, 164
카가, 90, 162
타아, 97, 182
바아, 67, 196
자마, 84, 142
하라, 89, 158
카아, 91, 192
가파, 84, 199
카가, 41, 159
마라, 86, 174
아하, 60, 173
마바, 43, 168
바타, 45, 143
자아, 92, 148
자아, 56, 177
파자, 58, 190
사나, 99, 149
가파, 79, 199
타다, 87, 140
나카, 46, 188
파파, 77, 173
자차, 58, 181
하가, 56, 181
차카, 74, 162
가파, 66, 141
사자, 52, 160
사아, 42, 179
아하, 66, 182
나자, 46, 173
자아, 64, 166
카타, 42, 145
나가, 99, 180
파다, 60, 159
아나, 92, 167
차하, 53, 162
파차, 66, 189
자하, 82, 167
아아, 82, 183
가바, 66, 165
다라, 45, 197
파타, 52, 177
가사, 95, 144
마차, 52, 180
가다, 64, 155
파라, 73, 148
카파, 55, 197
바나, 46, 196
타차, 98, 185
사나, 50, 183
가자, 92, 140
사카, 86, 188
바가, 97, 168
파파, 61, 184
하가, 99, 161
사파, 42, 144
자사, 55, 173
바하, 81, 156
하다, 67, 167
마하, 75, 188
카차, 76, 148
사나, 56, 172
타차, 74, 169
가차, 42, 163
하타, 72, 154
바마, 96, 177
차마, 97, 172
바자, 45, 156
카사, 93, 169
파마, 91, 166
가라, 55, 147
카나, 53, 148
타하, 43, 156
사사, 88, 177
카마, 99, 153
아자, 98, 151
카자, 49, 199
자아, 89, 149
차하, 93, 193
나바, 40, 179
사바, 51, 183
가다, 61, 173
사나, 40, 192
아자, 94, 142
마타, 69, 151
다마, 95, 190
차자, 92, 186
마파, 45, 140
바하, 57, 173
다하, 84, 158
차라, 66, 176
나차, 49, 164
다사, 95, 157
나다, 80, 157
자바, 58, 172
아바, 98, 189
가가, 73, 177
사자, 80, 164
가파, 85, 168
하가, 97, 147
가나, 57, 165
카바, 78, 188
나나, 45, 159
라사, 83, 189
카파, 64, 173
아자, 97, 182
아자, 94, 181
다차, 95, 184
차바, 71, 148
나타, 79, 170
아나, 51, 167
가바, 96, 193
하라, 98, 147
나가, 68, 187
자자, 72, 154
사하, 64, 196
라파, 61, 183
파사, 72, 173
나아, 71, 196
라파, 85, 143
다하, 73, 182
파파, 64, 169
차차, 59, 158
바하, 42, 150
타바, 98, 155
자파, 62, 154
마자, 43, 183
차사, 67, 159
카카, 88, 153
파바, 98, 156
다차, 87, 146
파자, 98, 151
나바, 63, 145
카사, 78, 141
파사, 88, 172
바라, 95, 192
파다, 84, 199
카차, 93, 161
다하, 88, 147
하아, 55, 149
가아, 50, 150
나나, 50, 191
라바, 66, 180
아바, 98, 154
타카, 92, 156
라가, 95, 185
라가, 51, 151
가나, 92, 191
하파, 91, 176
하자, 86, 151
차바, 89, 141
카사, 96, 146
하아, 41, 149
라바, 62, 194
다아, 75, 178
카아, 72, 184
자아, 80, 199
아바, 61, 142
라하, 87, 153
자나, 43, 167
하하, 78, 155
자타, 49, 159
하하, 81, 187
하차, 52, 196
파사, 65, 182
차카, 63, 148
가다, 74, 192
마파, 59, 197
아하, 72, 146
파라, 51, 151
하하, 85, 169
사자, 47, 187
하타, 97, 177
가자, 49, 180
파아, 59, 192
마다, 93, 156
바나, 55, 176
타파, 59, 140
라타, 98, 191
다가, 50, 140
다바, 58, 170
나아, 60, 145
나카, 64, 144
자다, 54, 170
다아, 64, 159
자자, 54, 155
아라, 66, 179
라마, 59, 179
라아, 98, 177
하라, 63, 150
자가, 73, 158
자하, 70, 196
파다, 93, 193
파라, 80, 197
파라, 70, 142
파차, 70, 145
아자, 55, 179
타다, 66, 189
다카, 61, 198
타차, 87, 154
타바, 71, 191
사자, 90, 173
나바, 82, 182
다나, 89, 152
파사, 43, 175
카아, 95, 175
마다, 57, 170
가파, 68, 176
바타, 60, 169
나마, 51, 188
마아, 51, 191
나타, 57, 187
차자, 84, 177
자아, 78, 147
나다, 60, 157
